,T (degC)
220625,-5.64
220631,-5.74
220637,-5.87
220643,-5.88
220649,-6.05
220655,-5.86
220661,-5.61
220667,-5.61
220673,-5.29
220679,-4.83
220685,-4.73
220691,-4.52
220697,-4.8
220703,-5.08
220709,-5.01
220715,-5.33
220721,-5.48
220727,-5.47
220733,-5.58
220739,-5.56
220745,-5.73
220751,-5.64
220757,-5.96
220763,-6.03
220769,-6.01
220775,-6.1
220781,-6.0
220787,-6.2
220793,-6.25
220799,-6.17
220805,-5.7
220811,-5.05
220817,-4.33
220823,-3.95
220829,-3.89
220835,-3.73
220841,-3.37
220847,-4.12
220853,-4.12
220859,-4.52
220865,-5.86
220871,-7.23
220877,-8.48
220883,-9.39
220889,-10.47
220895,-11.36
220901,-12.56
220907,-12.13
220913,-13.12
220919,-13.49
220925,-12.19
220931,-12.46
220937,-11.51
220943,-9.96
220949,-9.21
220955,-6.3
220961,-3.96
220967,-1.05
220973,-0.06
220979,-0.03
220985,-0.09
220991,-0.44
220997,-1.76
221003,-1.99
221009,-2.3
221015,-2.94
221021,-2.94
221027,-4.0
221033,-4.4
221039,-4.18
221045,-4.29
221051,-4.41
221057,-4.34
221063,-4.68
221069,-5.09
221075,-5.85
221081,-5.96
221087,-4.17
221093,-3.87
221099,-3.01
221105,-2.0
221111,-1.74
221117,-1.14
221123,-1.27
221129,-0.97
221135,-1.07
221141,-2.29
221147,-3.43
221153,-4.47
221159,-5.13
221165,-5.53
221171,-6.89
221177,-7.81
221183,-8.37
221189,-9.62
221195,-10.2
221201,-10.36
221207,-10.3
221213,-9.31
221219,-8.74
221225,-8.46
221231,-5.97
221237,-3.24
221243,-1.08
221249,2.16
221255,3.27
221261,3.99
221267,4.86
221273,5.26
221279,4.84
221285,4.31
221291,3.05
221297,1.98
221303,1.18
221309,0.75
221315,0.59
221321,0.36
221327,0.01
221333,-0.27
221339,-0.41
221345,-0.63
221351,-0.67
221357,-0.71
221363,-0.61
221369,-0.87
221375,1.02
221381,0.88
221387,2.29
221393,3.22
221399,3.84
221405,4.37
221411,4.54
221417,5.2
221423,4.84
221429,4.39
221435,4.26
221441,4.17
221447,3.75
221453,3.55
221459,3.23
221465,2.95
221471,2.67
221477,2.4
221483,1.95
221489,1.71
221495,1.55
221501,1.11
221507,1.13
221513,0.46
221519,1.19
221525,1.8
221531,2.2
221537,2.08
221543,2.4
221549,2.21
221555,1.94
221561,1.58
221567,0.58
221573,0.23
221579,-0.25
221585,-0.41
221591,-0.4
221597,-0.41
221603,-0.43
221609,-0.63
221615,-1.06
221621,-1.36
221627,-1.56
221633,-1.52
221639,-1.8
221645,-1.77
221651,-1.68
221657,-1.13
221663,-0.29
221669,-0.15
221675,0.16
221681,1.07
221687,1.54
221693,1.2
221699,0.69
221705,0.87
221711,1.2
221717,1.89
221723,1.4
221729,1.4
221735,1.21
221741,1.29
221747,1.04
221753,0.86
221759,0.88
221765,0.35
221771,0.31
221777,-0.18
221783,-0.35
221789,-0.6
221795,-1.08
221801,-1.13
221807,-1.12
221813,-0.88
221819,-0.36
221825,0.34
221831,1.65
221837,1.8
221843,1.1
221849,1.0
221855,0.66
221861,0.21
221867,0.61
221873,0.55
221879,0.32
221885,0.01
221891,0.14
221897,0.33
221903,0.59
221909,1.1
221915,-0.42
221921,-1.07
221927,-1.57
221933,-1.48
221939,-1.61
221945,-1.44
221951,-1.37
221957,-1.25
221963,-0.75
221969,-0.41
221975,1.05
221981,0.71
221987,1.32
221993,1.28
221999,1.49
222005,1.12
222011,0.11
222017,-0.47
222023,-0.61
222029,-0.66
222035,-0.91
222041,-1.32
222047,-1.9
222053,-2.24
222059,-2.8
222065,-3.28
222071,-3.66
222077,-3.61
222083,-3.13
222089,-2.88
222095,-2.75
222101,-2.52
222107,-3.1
222113,-1.82
222119,-2.89
222125,-2.87
222131,-2.67
222137,-2.7
222143,-2.51
222149,-2.65
222155,-2.47
222161,-2.93
222167,-2.8
222173,-2.81
222179,-3.1
222185,-3.14
222191,-3.16
222197,-3.42
222203,-4.27
222209,-4.74
222215,-4.96
222221,-4.9
222227,-4.96
222233,-5.69
222239,-6.07
222245,-5.79
222251,-4.84
222257,-4.7
222263,-4.59
222269,-3.99
222275,-3.76
222281,-3.39
222287,-3.41
222293,-3.95
222299,-4.33
222305,-4.96
222311,-5.4
222317,-6.07
222323,-6.76
222329,-7.39
222335,-8.07
222341,-8.73
222347,-9.23
222353,-9.55
222359,-9.6
222365,-9.66
222371,-9.63
222377,-9.46
222383,-8.35
222389,-7.45
222395,-5.8
222401,-4.36
222407,-3.34
222413,-2.54
222419,-1.72
222425,-1.58
222431,-1.55
222437,-1.73
222443,-2.18
222449,-2.73
222455,-3.46
222461,-4.25
222467,-4.7
222473,-5.16
222479,-5.61
222485,-6.03
222491,-6.28
222497,-6.5
222503,-6.66
222509,-6.77
222515,-6.92
222521,-6.77
222527,-6.0
222533,-4.82
222539,-3.81
222545,-2.85
222551,-2.29
222557,-1.4
222563,-0.68
222569,-0.97
222575,-0.89
222581,-1.3
222587,-1.84
222593,-2.52
222599,-2.98
222605,-3.42
222611,-3.8
222617,-4.21
222623,-4.53
222629,-4.97
222635,-5.23
222641,-5.43
222647,-5.75
222653,-6.01
222659,-6.28
222665,-6.17
222671,-5.5
222677,-4.78
222683,-3.11
222689,-2.13
222695,-1.26
222701,-0.32
222707,0.04
222713,0.34
222719,0.53
222725,0.4
222731,-0.13
222737,-0.8
222743,-1.24
222749,-1.54
222755,-2.05
222761,-2.75
222767,-3.11
222773,-3.41
222779,-3.62
222785,-3.94
222791,-4.21
222797,-4.48
222803,-4.9
222809,-4.73
222815,-4.11
222821,-3.65
222827,-2.83
222833,-1.82
222839,-0.31
222845,-0.24
222851,0.15
222857,0.13
222863,-0.07
222869,-0.6
222875,-0.84
222881,-1.17
222887,-1.73
222893,-2.36
222899,-2.47
222905,-2.54
222911,-2.49
222917,-2.47
222923,-2.55
222929,-2.74
222935,-2.87
222941,-2.87
222947,-2.95
222953,-2.66
222959,-2.02
222965,-0.93
222971,-0.07
222977,0.79
222983,1.62
222989,2.65
222995,3.31
223001,2.98
223007,3.1
223013,2.37
223019,1.59
223025,1.04
223031,0.39
223037,0.2
223043,-0.02
223049,-0.26
223055,-0.95
223061,-1.21
223067,-1.07
223073,-0.88
223079,-0.37
223085,-0.6
223091,-0.52
223097,-0.74
223103,-0.05
223109,0.25
223115,0.39
223121,1.17
223127,2.46
223133,3.15
223139,3.76
223145,3.18
223151,2.61
223157,1.94
223163,1.22
223169,-0.04
223175,-0.44
223181,-0.56
223187,-1.08
223193,-1.11
223199,-1.21
223205,-1.27
223211,-1.15
223217,-1.28
223223,-1.48
223229,-1.54
223235,-1.41
223241,-1.47
223247,-1.2
223253,-0.76
223259,0.0
223265,1.35
223271,1.78
223277,1.55
223283,1.46
223289,1.93
223295,2.02
223301,1.54
223307,0.84
223313,0.2
223319,-0.48
223325,-1.1
223331,-1.51
223337,-1.71
223343,-2.56
223349,-3.04
223355,-3.24
223361,-3.07
223367,-2.72
223373,-2.68
223379,-2.33
223385,-2.14
223391,-1.63
223397,-1.46
223403,-1.32
223409,-0.83
223415,-0.74
223421,-0.37
223427,0.32
223433,0.61
223439,0.43
223445,-0.16
223451,-0.84
223457,-1.33
223463,-1.32
223469,-1.8
223475,-1.88
223481,-1.95
223487,-2.16
223493,-2.01
223499,-2.14
223505,-2.19
223511,-2.44
223517,-2.73
223523,-2.86
223529,-2.55
223535,-1.91
223541,-1.3
223547,-1.29
223553,-0.45
223559,0.58
223565,1.19
223571,1.62
223577,1.91
223583,2.05
223589,1.53
223595,1.21
223601,0.73
223607,0.13
223613,-0.27
223619,-0.54
223625,-0.75
223631,-0.79
223637,-1.71
223643,-1.72
223649,-1.41
223655,-1.41
223661,-1.14
223667,-0.74
223673,-0.87
223679,-0.63
223685,-0.32
223691,-0.34
223697,0.0
223703,0.63
223709,0.88
223715,1.05
223721,1.19
223727,1.26
223733,1.24
223739,1.13
223745,0.83
223751,0.53
223757,-0.01
223763,-0.21
223769,-0.35
223775,-0.45
223781,-0.57
223787,-0.74
223793,-1.2
223799,-1.4
223805,-1.39
223811,-1.04
223817,-1.06
223823,-0.9
223829,-0.32
223835,0.13
223841,-0.11
223847,-0.38
223853,-0.24
223859,0.21
223865,0.1
223871,-0.57
223877,-0.71
223883,-0.74
223889,-0.9
223895,-0.94
223901,-0.73
223907,-0.6
223913,-0.61
223919,-0.77
223925,-0.94
223931,-0.97
223937,-1.26
223943,-1.26
223949,-1.34
223955,-1.32
223961,-1.65
223967,-1.2
223973,-0.96
223979,-0.69
223985,-0.16
223991,0.27
223997,0.85
224003,0.82
224009,0.92
224015,1.07
224021,1.13
224027,1.0
224033,0.67
224039,0.65
224045,0.65
224051,0.55
224057,0.46
224063,0.41
224069,0.26
224075,0.1
224081,-0.07
224087,-0.14
224093,-0.27
224099,-0.41
224105,-0.37
224111,-0.34
224117,0.0
224123,0.35
224129,0.6
224135,0.93
224141,1.12
224147,1.04
224153,1.17
224159,1.11
224165,1.3
224171,1.22
224177,1.06
224183,0.8
224189,0.75
224195,0.66
224201,0.77
224207,0.63
224213,0.56
224219,0.74
224225,0.78
224231,0.59
224237,0.4
224243,0.26
224249,0.13
224255,-0.08
224261,-0.08
224267,0.11
224273,0.27
224279,0.98
224285,0.76
224291,0.66
224297,1.06
224303,1.27
224309,0.95
224315,0.4
224321,0.36
224327,0.5
224333,0.0
224339,0.09
224345,-0.28
224351,-0.61
224357,-0.56
224363,-0.55
224369,-0.65
224375,-0.7
224381,-0.65
224387,-0.79
224393,-0.71
224399,-0.3
224405,1.74
224411,4.42
224417,4.62
224423,4.36
224429,5.52
224435,6.18
224441,6.05
224447,6.33
224453,5.78
224459,5.08
224465,4.01
224471,3.15
224477,1.1
224483,-0.5
224489,-1.61
224495,-2.44
224501,-2.61
224507,-3.14
224513,-3.45
224519,-3.86
224525,-4.12
224531,-3.91
224537,-2.97
224543,-0.6
224549,2.67
224555,5.12
224561,6.25
224567,6.93
224573,6.45
224579,7.07
224585,7.74
224591,7.36
224597,7.43
224603,6.88
224609,6.44
224615,6.01
224621,5.96
224627,5.62
224633,5.18
224639,4.91
224645,4.65
224651,4.06
224657,4.03
224663,3.27
224669,3.28
224675,2.87
224681,3.01
224687,3.57
224693,5.67
224699,7.86
224705,8.35
224711,8.5
224717,8.9
224723,9.58
224729,10.44
224735,10.44
224741,10.43
224747,9.89
224753,8.93
224759,5.84
224765,4.54
224771,4.19
224777,3.49
224783,3.03
224789,2.53
224795,2.13
224801,1.36
224807,1.41
224813,1.83
224819,1.89
224825,2.77
224831,4.74
224837,5.68
224843,8.08
224849,8.54
224855,9.66
224861,10.22
224867,9.91
224873,10.29
224879,11.05
224885,10.95
224891,9.26
224897,8.32
224903,7.81
224909,7.47
224915,7.44
224921,7.42
224927,6.85
224933,6.16
224939,5.5
224945,4.88
224951,5.23
224957,5.18
224963,5.46
224969,5.83
224975,6.92
224981,9.53
224987,11.38
224993,11.64
224999,13.0
225005,14.68
225011,15.85
225017,15.19
225023,15.67
225029,15.53
225035,15.15
225041,14.17
225047,13.71
225053,13.51
225059,13.42
225065,12.41
225071,11.89
225077,11.09
225083,10.93
225089,10.68
225095,10.0
225101,9.26
225107,8.99
225113,9.06
225119,8.83
225125,8.64
225131,8.35
225137,8.61
225143,9.21
225149,10.95
225155,10.96
225161,12.98
225167,12.82
225173,12.82
225179,12.65
225185,11.69
225191,10.61
225197,10.54
225203,9.99
225209,9.37
225215,8.87
225221,8.93
225227,8.91
225233,8.42
225239,8.24
225245,8.56
225251,8.33
225257,8.25
225263,8.94
225269,9.67
225275,8.93
225281,10.54
225287,10.13
225293,12.47
225299,12.86
225305,13.57
225311,13.5
225317,12.19
225323,12.49
225329,11.25
225335,10.16
225341,9.3
225347,8.96
225353,7.86
225359,6.99
225365,5.85
225371,5.31
225377,5.16
225383,5.56
225389,5.6
225395,6.49
225401,7.12
225407,7.66
225413,9.48
225419,12.38
225425,14.53
225431,15.31
225437,15.56
225443,16.81
225449,17.29
225455,17.91
225461,18.1
225467,17.5
225473,16.39
225479,14.96
225485,14.11
225491,13.01
225497,12.17
225503,11.37
225509,10.47
225515,10.68
225521,11.25
225527,10.54
225533,9.12
225539,9.03
225545,11.24
225551,15.14
225557,17.87
225563,19.23
225569,20.94
225575,22.01
225581,23.09
225587,23.67
225593,24.14
225599,24.21
225605,24.12
225611,23.24
225617,21.37
225623,19.99
225629,17.56
225635,16.06
225641,16.59
225647,13.86
225653,13.97
225659,13.85
225665,13.37
225671,11.47
225677,11.01
225683,10.37
225689,10.73
225695,11.97
225701,13.32
225707,15.01
225713,17.42
225719,19.03
225725,19.79
225731,20.12
225737,20.64
225743,20.43
225749,20.31
225755,19.99
225761,18.86
225767,17.9
225773,16.21
225779,14.65
225785,13.9
225791,13.26
225797,12.82
225803,12.85
225809,12.53
225815,14.57
225821,13.58
225827,13.36
225833,13.22
225839,14.66
225845,16.68
225851,18.27
225857,19.2
225863,20.23
225869,20.94
225875,21.23
225881,21.37
225887,21.02
225893,21.1
225899,20.38
225905,19.37
225911,18.53
225917,16.38
225923,15.52
225929,14.28
225935,13.15
225941,11.9
225947,11.36
225953,11.71
225959,11.86
225965,12.94
225971,13.58
225977,17.58
225983,19.07
225989,20.4
225995,22.99
226001,23.97
226007,24.2
226013,24.93
226019,25.31
226025,24.45
226031,21.58
226037,20.65
226043,20.14
226049,19.32
226055,18.17
226061,17.25
226067,16.02
226073,13.49
226079,12.8
226085,12.81
226091,12.29
226097,11.49
226103,9.95
226109,9.24
226115,9.47
226121,9.89
226127,12.9
226133,14.41
226139,14.96
226145,14.53
226151,14.57
226157,14.28
226163,13.72
226169,14.1
226175,13.91
226181,13.17
226187,12.41
226193,11.51
226199,10.98
226205,10.69
226211,10.19
226217,9.79
226223,8.82
226229,8.33
226235,7.53
226241,6.89
226247,6.67
226253,5.65
226259,4.47
226265,4.26
226271,4.71
226277,5.58
226283,7.04
226289,8.01
226295,8.97
226301,9.14
226307,9.73
226313,10.43
226319,9.97
226325,10.07
226331,9.93
226337,9.36
226343,8.82
226349,8.45
226355,8.33
226361,8.44
226367,8.05
226373,7.66
226379,7.05
226385,6.34
226391,5.73
226397,5.75
226403,5.7
226409,5.91
226415,7.16
226421,8.94
226427,10.58
226433,12.1
226439,13.29
226445,13.88
226451,14.9
226457,15.89
226463,15.86
226469,16.18
226475,15.94
226481,15.02
226487,14.26
226493,12.96
226499,11.23
226505,9.98
226511,8.91
226517,8.49
226523,8.04
226529,8.6
226535,8.32
226541,8.73
226547,8.42
226553,9.19
226559,10.45
226565,12.83
226571,13.11
226577,13.58
226583,13.64
226589,14.2
226595,12.98
226601,12.19
226607,11.96
226613,12.39
226619,12.32
226625,11.83
226631,11.09
226637,10.48
226643,9.82
226649,9.33
226655,8.96
226661,8.42
226667,7.65
226673,7.26
226679,7.38
226685,7.42
226691,7.57
226697,9.97
226703,12.56
226709,14.02
226715,14.91
226721,15.26
226727,16.14
226733,17.01
226739,17.62
226745,17.49
226751,18.1
226757,17.03
226763,16.37
226769,15.83
226775,15.1
226781,14.56
226787,14.16
226793,12.37
226799,11.69
226805,11.92
226811,11.05
226817,11.01
226823,10.54
226829,10.41
226835,10.29
226841,12.6
226847,14.09
226853,15.18
226859,16.27
226865,17.17
226871,18.05
226877,18.97
226883,19.81
226889,20.25
226895,21.14
226901,21.39
226907,20.62
226913,19.18
226919,17.36
226925,16.87
226931,15.35
226937,12.97
226943,12.2
226949,11.31
226955,10.63
226961,9.98
226967,8.67
226973,8.59
226979,9.97
226985,12.41
226991,13.65
226997,15.21
227003,18.3
227009,21.12
227015,21.83
227021,22.67
227027,22.97
227033,22.72
227039,22.53
227045,22.49
227051,22.46
227057,20.9
227063,19.62
227069,18.49
227075,16.34
227081,14.76
227087,12.52
227093,11.59
227099,10.65
227105,9.75
227111,9.75
227117,10.09
227123,11.2
227129,13.38
227135,16.5
227141,20.24
227147,21.98
227153,23.49
227159,23.67
227165,23.67
227171,22.83
227177,22.36
227183,18.43
227189,16.67
227195,16.17
227201,15.5
227207,13.97
227213,13.47
227219,13.18
227225,13.02
227231,9.39
227237,7.93
227243,7.79
227249,6.78
227255,6.43
227261,6.3
227267,6.04
227273,5.93
227279,5.62
227285,5.51
227291,5.61
227297,6.07
227303,5.73
227309,5.4
227315,5.3
227321,5.37
227327,5.07
227333,5.2
227339,5.13
227345,5.12
227351,5.14
227357,4.87
227363,4.74
227369,4.51
227375,4.31
227381,4.58
227387,4.56
227393,4.03
227399,3.53
227405,3.27
227411,3.55
227417,3.82
227423,4.85
227429,5.27
227435,6.63
227441,7.2
227447,7.57
227453,8.04
227459,8.54
227465,8.69
227471,9.13
227477,9.21
227483,9.14
227489,8.73
227495,8.58
227501,8.02
227507,8.19
227513,7.9
227519,7.74
227525,7.71
227531,7.33
227537,7.44
227543,7.31
227549,7.19
227555,7.33
227561,7.82
227567,9.41
227573,9.77
227579,10.42
227585,11.22
227591,10.83
227597,12.03
227603,13.1
227609,14.09
227615,14.1
227621,14.32
227627,14.03
227633,13.12
227639,11.29
227645,10.15
227651,9.69
227657,8.67
227663,7.95
227669,7.28
227675,6.33
227681,6.06
227687,5.4
227693,5.58
227699,5.94
227705,7.72
227711,8.21
227717,9.46
227723,9.93
227729,9.76
227735,9.67
227741,9.88
227747,10.03
227753,10.02
227759,9.88
227765,10.09
227771,10.26
227777,9.8
227783,7.86
227789,7.43
227795,7.26
227801,7.19
227807,7.29
227813,7.08
227819,7.04
227825,7.2
227831,7.15
227837,7.17
227843,7.53
227849,7.9
227855,8.57
227861,9.84
227867,10.04
227873,10.09
227879,10.69
227885,11.25
227891,11.44
227897,11.81
227903,12.18
227909,12.2
227915,11.89
227921,11.72
227927,11.3
227933,11.08
227939,10.95
227945,10.62
227951,10.47
227957,10.1
227963,9.88
227969,9.64
227975,9.53
227981,9.46
227987,9.6
227993,9.37
227999,9.67
228005,10.37
228011,11.04
228017,11.47
228023,11.49
228029,11.87
228035,10.99
228041,11.05
228047,10.52
228053,10.34
228059,10.51
228065,10.33
228071,10.38
228077,10.46
228083,10.53
228089,10.2
228095,10.6
228101,10.13
228107,10.2
228113,10.06
228119,9.97
228125,9.57
228131,9.33
228137,9.38
228143,9.46
228149,9.47
228155,10.67
228161,11.68
228167,12.97
228173,13.78
228179,14.42
228185,14.73
228191,14.72
228197,14.56
228203,14.34
228209,13.99
228215,12.82
228221,11.5
228227,10.01
228233,9.19
228239,8.07
228245,7.59
228251,7.28
228257,6.8
228263,7.72
228269,7.85
228275,7.92
228281,8.75
228287,9.57
228293,9.93
228299,10.57
228305,12.28
228311,13.37
228317,13.64
228323,13.7
228329,14.48
228335,14.36
228341,13.83
228347,13.63
228353,13.22
228359,12.78
228365,12.37
228371,11.83
228377,11.25
228383,10.74
228389,10.28
228395,9.22
228401,8.39
228407,8.48
228413,6.58
228419,6.53
228425,7.27
228431,11.41
228437,13.98
228443,16.21
228449,17.54
228455,18.34
228461,19.79
228467,20.13
228473,20.48
228479,20.46
228485,20.19
228491,19.65
228497,18.37
228503,17.01
228509,14.83
228515,13.13
228521,11.8
228527,10.43
228533,9.82
228539,8.67
228545,8.18
228551,7.35
228557,7.54
228563,9.3
228569,10.04
228575,14.07
228581,16.66
228587,18.82
228593,19.19
228599,19.87
228605,19.98
228611,20.54
228617,20.3
228623,20.02
228629,19.59
228635,18.79
228641,17.76
228647,17.07
228653,16.42
228659,15.49
228665,14.78
228671,14.47
228677,14.33
228683,14.11
228689,13.65
228695,13.57
228701,13.27
228707,13.05
228713,13.1
228719,13.07
228725,13.31
228731,13.93
228737,14.46
228743,14.89
228749,16.12
228755,16.16
228761,16.28
228767,15.57
228773,15.79
228779,16.09
228785,15.75
228791,15.49
228797,15.24
228803,14.83
228809,14.02
228815,13.43
228821,13.04
228827,13.39
228833,12.95
228839,12.51
228845,11.92
228851,11.76
228857,12.17
228863,13.99
228869,17.61
228875,19.72
228881,20.16
228887,20.95
228893,21.15
228899,21.47
228905,22.24
228911,22.54
228917,22.55
228923,22.52
228929,20.53
228935,19.15
228941,17.49
228947,16.08
228953,14.59
228959,14.16
228965,12.81
228971,12.39
228977,12.82
228983,12.73
228989,12.92
228995,13.28
229001,13.59
229007,14.4
229013,14.62
229019,16.88
229025,19.02
229031,20.0
229037,21.0
229043,21.53
229049,21.42
229055,21.34
229061,18.25
229067,15.43
229073,15.44
229079,14.96
229085,14.48
229091,14.16
229097,13.81
229103,13.68
229109,13.06
229115,12.97
229121,12.98
229127,12.73
229133,12.57
229139,12.98
229145,13.55
229151,14.47
229157,15.1
229163,15.73
229169,15.62
229175,16.3
229181,17.3
229187,18.12
229193,17.95
229199,17.65
229205,17.36
229211,16.44
229217,15.37
229223,14.95
229229,14.44
229235,13.85
229241,13.71
229247,13.01
229253,12.41
229259,12.23
229265,12.16
229271,11.53
229277,11.32
229283,11.39
229289,11.9
229295,12.3
229301,12.16
229307,11.24
229313,12.81
229319,13.27
229325,13.64
229331,14.4
229337,14.85
229343,12.3
229349,13.03
229355,12.95
229361,12.11
229367,10.89
229373,10.99
229379,11.0
229385,10.12
229391,9.18
229397,8.39
229403,7.59
229409,7.2
229415,7.29
229421,7.48
229427,8.0
229433,9.87
229439,11.52
229445,12.95
229451,13.09
229457,10.33
229463,9.41
229469,11.12
229475,11.66
229481,9.85
229487,11.0
229493,11.67
229499,11.35
229505,9.81
229511,8.69
229517,8.01
229523,7.37
229529,6.76
229535,5.75
229541,4.8
229547,4.67
229553,3.68
229559,2.86
229565,2.94
229571,5.03
229577,8.49
229583,9.54
229589,9.9
229595,9.95
229601,10.26
229607,10.47
229613,10.71
229619,11.83
229625,11.95
229631,12.12
229637,12.25
229643,12.75
229649,12.75
229655,11.53
229661,11.44
229667,10.97
229673,10.75
229679,10.96
229685,10.02
229691,9.33
229697,8.96
229703,9.79
229709,9.45
229715,11.78
229721,12.28
229727,13.19
229733,14.09
229739,14.81
229745,15.17
229751,16.23
229757,16.44
229763,17.05
229769,17.41
229775,16.74
229781,17.0
229787,16.81
229793,15.53
229799,14.04
229805,12.71
229811,10.87
229817,11.14
229823,10.36
229829,8.72
229835,8.83
229841,8.83
229847,9.5
229853,9.59
229859,11.31
229865,14.15
229871,17.18
229877,18.81
229883,20.97
229889,23.14
229895,24.44
229901,25.46
229907,25.67
229913,25.53
229919,24.81
229925,23.87
229931,21.18
229937,20.14
229943,18.39
229949,17.15
229955,13.03
229961,12.76
229967,12.82
229973,12.66
229979,12.66
229985,12.27
229991,12.22
229997,12.01
230003,12.34
230009,14.13
230015,15.6
230021,17.18
230027,18.27
230033,19.42
230039,20.31
230045,21.61
230051,22.2
230057,22.85
230063,22.91
230069,22.89
230075,21.53
230081,20.78
230087,19.62
230093,18.92
230099,17.83
230105,15.76
230111,15.1
230117,13.92
230123,12.64
230129,11.45
230135,10.5
230141,11.89
230147,14.31
230153,15.98
230159,18.75
230165,20.54
230171,20.8
230177,20.75
230183,21.48
230189,21.17
230195,22.19
230201,23.05
230207,22.42
230213,22.29
230219,21.87
230225,20.96
230231,15.82
230237,14.07
230243,14.07
230249,14.68
230255,13.8
230261,13.68
230267,13.36
230273,12.93
230279,11.94
230285,11.61
230291,11.63
230297,11.23
230303,10.91
230309,11.07
230315,11.34
230321,12.66
230327,12.37
230333,14.2
230339,15.1
230345,15.94
230351,16.25
230357,16.76
230363,17.58
230369,15.93
230375,13.8
230381,12.41
230387,11.45
230393,11.08
230399,10.37
230405,10.0
230411,9.77
230417,8.87
230423,8.37
230429,7.98
230435,8.66
230441,9.39
230447,10.37
230453,11.2
230459,12.61
230465,14.13
230471,16.28
230477,18.06
230483,19.99
230489,20.49
230495,20.8
230501,21.26
230507,20.26
230513,18.35
230519,15.62
230525,13.72
230531,11.99
230537,11.5
230543,10.67
230549,10.56
230555,10.6
230561,10.21
230567,9.93
230573,9.86
230579,10.71
230585,11.33
230591,11.96
230597,12.51
230603,13.4
230609,13.49
230615,13.93
230621,14.76
230627,15.11
230633,15.84
230639,16.44
230645,16.52
230651,16.13
230657,14.43
230663,13.19
230669,11.8
230675,12.42
230681,11.1
230687,10.33
230693,10.6
230699,9.94
230705,8.86
230711,8.42
230717,9.58
230723,11.63
230729,11.25
230735,11.49
230741,12.29
230747,13.19
230753,13.65
230759,14.23
230765,13.87
230771,14.98
230777,15.25
230783,15.59
230789,15.4
230795,14.78
230801,14.22
230807,12.9
230813,12.18
230819,11.71
230825,10.95
230831,10.54
230837,10.19
230843,10.56
230849,10.59
230855,10.16
230861,10.25
230867,10.15
230873,10.8
230879,9.21
230885,8.52
230891,8.59
230897,8.79
230903,8.61
230909,7.87
230915,7.11
230921,8.79
230927,8.42
230933,8.68
230939,8.61
230945,8.25
230951,7.86
230957,7.45
230963,7.12
230969,7.08
230975,7.23
230981,6.04
230987,5.78
230993,5.27
230999,4.17
231005,4.63
231011,7.23
231017,8.88
231023,8.54
231029,9.23
231035,10.74
231041,11.02
231047,10.69
231053,11.52
231059,11.06
231065,11.93
231071,11.86
231077,12.49
231083,12.09
231089,11.26
231095,8.48
231101,7.59
231107,6.9
231113,5.64
231119,4.61
231125,4.46
231131,4.67
231137,4.7
231143,4.63
231149,4.73
231155,4.79
231161,5.53
231167,5.93
231173,6.92
231179,7.67
231185,7.43
231191,8.01
231197,7.55
231203,8.71
231209,8.85
231215,9.13
231221,9.24
231227,9.11
231233,8.55
231239,8.32
231245,7.63
231251,7.41
231257,7.02
231263,6.73
231269,6.48
231275,5.99
231281,5.42
231287,4.78
231293,4.54
231299,5.58
231305,9.34
231311,8.84
231317,8.25
231323,8.75
231329,11.11
231335,12.55
231341,11.88
231347,12.41
231353,12.21
231359,12.04
231365,11.92
231371,11.53
231377,9.38
231383,7.66
231389,6.76
231395,6.15
231401,5.79
231407,5.47
231413,5.46
231419,5.5
231425,5.49
231431,5.46
231437,5.66
231443,5.9
231449,6.11
231455,6.52
231461,7.09
231467,7.62
231473,8.26
231479,8.41
231485,9.0
231491,9.44
231497,9.72
231503,9.63
231509,9.51
231515,9.25
231521,9.28
231527,9.13
231533,9.09
231539,8.99
231545,8.92
231551,8.86
231557,8.66
231563,8.34
231569,8.13
231575,7.91
231581,7.76
231587,7.82
231593,7.75
231599,8.26
231605,8.33
231611,8.82
231617,9.0
231623,9.96
231629,10.12
231635,10.21
231641,10.37
231647,11.19
231653,10.44
231659,10.29
231665,10.05
231671,9.79
231677,9.55
231683,9.13
231689,8.34
231695,8.06
231701,7.67
231707,7.53
231713,8.04
231719,8.09
231725,8.27
231731,9.98
231737,11.46
231743,12.51
231749,14.58
231755,15.31
231761,16.42
231767,16.19
231773,17.16
231779,18.01
231785,19.13
231791,19.31
231797,19.54
231803,18.71
231809,16.15
231815,14.93
231821,13.33
231827,12.72
231833,10.91
231839,9.8
231845,9.27
231851,8.84
231857,8.23
231863,8.41
231869,8.67
231875,10.27
231881,11.05
231887,10.74
231893,10.84
231899,12.37
231905,14.94
231911,14.51
231917,13.94
231923,14.64
231929,14.83
231935,14.95
231941,14.32
231947,13.25
231953,12.47
231959,11.75
231965,10.75
231971,10.26
231977,10.31
231983,10.01
231989,9.71
231995,8.84
232001,7.79
232007,7.78
232013,8.22
232019,9.55
232025,9.57
232031,9.35
232037,9.66
232043,10.62
232049,10.78
232055,11.39
232061,10.76
232067,11.07
232073,10.71
232079,10.06
232085,10.58
232091,10.55
232097,10.62
232103,10.86
232109,11.03
232115,11.6
232121,12.1
232127,12.62
232133,13.06
232139,12.8
232145,12.46
232151,12.26
232157,12.27
232163,12.84
232169,13.24
232175,12.94
232181,12.7
232187,13.18
232193,13.38
232199,13.49
232205,13.04
232211,12.97
232217,13.62
232223,14.27
232229,14.86
232235,13.97
